1_ae-12a_000020-000053	0_4d3528bc8e13d3761e75401cf28cc699
1_kt-z1a_000064-000107	1_1272212f0ff1f442370783df2fbcbaca
1_kt-z5z2841a_000202-000249	1_da2b2dc82e0635f31024c849c8b0a903
1_la-11a_000045-000093	1_6483b4b1098e467115cebb913ac5182b
1_la-11a_000106-000155	1_db97fd5a1113f197d6fdfd6d3b180b78
1_la-13o4o63a_000019-000058	1_dc7da5fce1b30e564ada04bc5d328d9e
1_la-14z93a_000021-000062	1_649faff43649fe0b8682c9d071165eb5
1_la-16z2355a_000020-000058	1_64a6240bb32806b481783619dfaf9a74
1_la-17422a_000019-000050	1_650d2343ed86db7a16beb8a00fbaa77c
1_la-1a_000044-000088	1_654c89fe7bc022e0a4e17483924b2aa2
1_la-1b_000032-000085	1_6553b45c3c452b8d5c5e31274dc8bf98
1_la-215a_000056-000093	1_655c3c1ecf33d491a3ce4a24848f8866
1_la-2751za_000146-000180	1_65607996135b4d04a8154a46bb08d0bc
1_la-281o8a_000066-000115	1_65755cc1efb743b86d6c72a9bf68c1dd
1_la-311a_000059-000096	1_65835325773604186b65bcd8e76a56ec
1_la-311a_000095-000144	1_8335b215cf52fccd287186e08aeebd00
1_la-418a_000077-000121	1_837a6c037250c018ee3e7fa8b56ab260
1_la-5231a_000135-000182	1_dd25ef857740d64dbc9ffaa790697bf9
1_la-5596196a_000225-000261	1_de430b593e79740b7a6b36a9d8ac3f3f
1_la-7198a_000070-000107	1_658515357631c0197dcee2019810b4ff
1_la-7z71a_000161-000203	1_dede2aba215f8888073b1cc6a519cd4f
1_la-81a_000071-000120	1_6599390dbacfa8cf29f84d275f9e8c5a
1_la-8512a_000099-000140	1_65a04f63484dd5f60cf419b1b53af65e
1_la-991a_000108-000149	1_df2b26f22f49799f49cc0e6f8c0bb173
1_la-9o1o1a_000080-000134	1_65b5efedf05cb3a3f82cbd2993c2d693
1_la-9o1o1a_000163-000213	1_e06bea1021915d87285fa3b4b87474d8
1_la-o54o641a_000250-000296	3_41bc65a4d11438c04c239a98a7434d42
1_la-o84618oa_000176-000218	1_e1908cbb4460df266986662ad9da8569
1_la-z16a_000081-000124	1_e2107a88371eda483740920a1e1f0ce9
1_ld-11485a_000021-000048	1_660a70dac347b3efe36c557673df06da
1_ld-11485a_000047-000074	1_12840edae95cff5129edde85c626eb04
1_ld-1188a_000020-000052	1_664f6ee55b62b76ddce3affcbe83299d
1_ld-1188a_000051-000093	1_e2316bdf967dfa0c095618417b9bf4bc
1_ld-19a_000020-000055	1_129ced050d34992e88f8ee4e4a319207
1_ld-1a_000019-000060	1_66c042b82100edcae19e2ab1e8a6a3bf
1_ld-1b_000020-000062	1_670930b55d17a65f902b5ab2bc797d2f
1_ld-1o631a_000043-000078	1_671d26457ca143174967d9aa072a6d19
1_ld-1o631a_000179-000220	1_e38e6d546a7cc71f3390886f80f91038
1_ld-1oa_000019-000061	1_6731fe8d02c0270b8d2bdd0273a3adc0
1_ld-2957o91a_000263-000306	1_676e4be292fff269e5d1d127caeb8e6b
1_ld-3418a_000078-000115	1_e547a5192f7173065d252aca9c029643
1_ld-3713a_000083-000111	1_129e3b481b0a6f8d7ee0cd0c42f686f5
1_ld-4152a_000054-000083	1_e7247af6497052ff840ead4549fbd0da
1_ld-46842o1a_000217-000263	1_e7ca114c8c50409e13fb5f4348b9bcf8
1_ld-517a_000055-000083	1_6783fcd20be881a8b47af5ed96ee8e80
1_ld-7139za_000072-000101	1_12d232af99afe1b98ad18a3639a23c4c
1_ld-961a_000086-000125	1_e7e8f203b3335aef1ae8b6c9c5009d1b
1_ld-o191a_000046-000077	1_12deac73755d6718561bf8ea3a2a163f
1_ld-o191a_000107-000151	1_e91da317838d1fbe33ae8e8ec1e2607b
1_ld-o3o4721a_000292-000331	1_e91e4fc23cf82890c24fe1758d197d00
1_ld-z6zz821a_000244-000289	1_67cc11def7c88f007e32b8ee0b1a6c9f
1_lh-16794o5a_000015-000049	3_49185a6c94ccf4acbc592b52fca6b8d4
1_lh-186a_000030-000061	1_6828358aff8c4202a0d00ab99db203ec
1_lh-1872a_000043-000070	1_68564b6a79678a9f1d3a06945a1f11eb
1_lh-19o4a_000019-000054	1_689f4aec456acb7a4bba3e8cb60f96b0
1_lh-1a_000020-000061	1_693aceaf6e698ab4d6da9716dc59272b
1_lh-1b_000019-000068	1_8425d4c6f7fea6c114093bae1780a98a
1_lh-1oa_000019-000055	4_4cc289f1eceb2eb0e009bf88c1380689
1_lh-315a_000045-000078	1_e949109a157c38523c6e6340f4515c48
1_lh-3219a_000071-000106	1_6948c8755e607719e5dd7286169e4baa
1_lh-34951a_000173-000209	1_847815a10b6c78a975db3afe7372caa1
1_lh-5144828a_000050-000075	1_01061bf6f0df47548a65bbfa891c1826
1_lh-5611a_000097-000125	1_84cdfa81d3f0a0be360e5cd63ed1c650
1_lh-5611a_000124-000155	1_84f9f146bc68ae478adf43391e3fdea6
1_lh-6z91za_000146-000181	1_12e5918aacf2c5fca55827fe6c515a77
1_lh-7174a_000061-000090	0_0593ae791d80f161095e7d2d9fd85a77
1_lh-7613783a_000096-000136	1_12eca2df28d7fb8c8069ca5846e98f1e
1_lh-891768oa_000096-000136	1_1307e122fd8a02b435e7aec4c461bd6d
1_lh-o13a_000064-000104	1_e99883b83d95908f2722d90cb9db5b1c
1_lh-o8127a_000081-000119	1_694b82178ae4f03a95ede3e117ed872d
1_lh-oo1o714a_000103-000149	1_23dd46e4871ae374d2f6cf581c13a9d6
1_lh-oo1o714a_000231-000262	1_13287c7d53cb083446949918e74f1653
1_lh-z1z7989a_000052-000098	1_132ffc00c3767abc302ae0db92740d85
1_lh-z7z15a_000147-000179	1_eb62c8c00366ccd7b93d1a6b852c0a63
1_mh-11985a_000027-000049	1_697075ead552dfb69231e5de93ce2c71
1_mh-11985a_000048-000081	1_6a30033ae75b7498d5d706982027521e
1_mh-1473596a_000050-000075	1_6a39961c869c6874cdd55f340538a62a
1_mh-165a_000048-000076	1_6a5ab78f82454b04653df0ee5f78e152
1_mh-18oooa_000019-000047	1_85bf66cd90a222016bff400bd9bcd8f6
1_mh-19a_000019-000052	1_6a5e4779de50c40b004387eff674a04b
1_mh-1a_000028-000059	1_ebd0b9f725b62eee2f644fe0499dfd62
1_mh-1b_000020-000058	1_6a6696b62e04aebccfd1c04c3d0f6296
1_mh-21356a_000044-000089	1_6a8afa4937115e250dcd316dac298fc1
1_mh-2212775a_000066-000115	1_6a986f0ff094823b39fa6000ce74b866
1_mh-31o4a_000048-000087	1_6ae64487946c599ecf036b1875aad045
1_mh-3639612a_000234-000264	1_6af85d3547b38d87ed0ab1c69091cabe
1_mh-5241577a_000149-000173	1_6ba6f637a3516637f710ba5ec25a298e
1_mh-61a_000069-000101	1_8763c5c18a2383bd189c5035cd2ea711
1_mh-62816a_000132-000165	1_6bc4ca32ab67ce8d7083f14624ded29e
1_mh-71z38a_000056-000094	1_6bebaad6c9e6048ef353a9b37557ac79
1_mh-7914268a_000088-000131	1_6bff18de27f824db13fa7d7f5ffe65b0
1_mh-7o18a_000095-000130	1_6bfff13d5b3d636582bbff130d104d39
1_mh-94153a_000079-000117	1_1344a1e0b94832144e5b19887ab2e1cc
1_mh-9517a_000087-000111	1_6c43275c0152d78ace20992ee3c109fb
1_mh-z11a_000062-000095	1_6c4b62bbc542f720179e05fba0635886
1_mh-z11a_000094-000129	1_8781d38471c922cd3287a7793c474206
1_mk-11a_000020-000057	1_6c6da586a3c2a0f1702ee2a1bca7558b
1_mk-11a_000056-000103	1_ec4f0362d3e57215e254f17850ab79d4
1_mk-15za_000026-000060	1_edc4360ecd6fe33c860d6729d5b9ffef
1_mk-188a_000030-000057	1_6cb146c4969cf04e34c001ed9261758a
1_mk-1a_000021-000062	4_53583ead2469970c31811d54cd11f9a1
1_mk-1b_000019-000069	4_538fbc8ebf9c34d86b9ad1fa939b49e1
1_mk-1o41a_000019-000058	1_6cec008962ef96e33fbd5464ab89ac8e
1_mk-1o41a_000126-000172	3_6d59fe43e5e1427efd5940b0a59697f2
1_mk-1za_000020-000056	1_6d0adc971ba127d9f700eb8abcdbd7ba
1_mk-219zz9za_000075-000104	1_ee0db673e339d7de1427d6765d1ca165
1_mk-2oo3122a_000206-000241	1_eed9072775a7acc417255cdee1e65cac
1_mk-4z2z1a_000200-000255	1_ef13e4606b61133404c9e6bf3e68857d
1_mk-61a_000056-000101	1_6e1c060801449daac4e0a054eee20983
1_mk-6717a_000163-000197	1_6e32552b96f5b73dcefbbd6b0119127d
1_mk-6781625a_000157-000189	1_6e380538161146439f6a7d113a9bbed4
1_mk-7z4z1a_000215-000262	1_f3e788a5d000e6c9ca93e6c859454a15
1_mk-8z39221a_000281-000334	1_f3eee00ae1ff9f2800d1a17d27ce6140
1_mk-91a_000066-000120	1_f47ace853e6e7e0491adc6b36e915bff
1_mk-91b_000061-000113	1_f47f50acd4fe7bec77891c07fc36c3cd
1_mk-9781zz2a_000138-000176	1_6e73f1a1570292e8c557d276c6137b43
1_mk-o1431ooa_000131-000162	1_f489738a6aa48f32634386dfa77fdcfb
1_mk-o1431ooa_000258-000296	1_f706eb0aedf2784f91ff9817130ca091
1_mk-o1a_000054-000110	1_6ea6853958c8cecad7ed2750c2a75544
1_mk-z7712a_000197-000230	1_6ec1e31bb0a93490f8269ad79f27f257
1_mm-12a_000039-000091	1_f78b4ae15ff9935331ba2d7ef2dbf8b8
1_mm-1549oa_000056-000092	1_6f0530488c329e7ea6d8fa179788220c
1_mm-19a_000019-000069	1_6f063058302d44f253a34116de16b352
1_mm-1a_000038-000098	1_6f2237c2edad182d0b5069d791132e6c
1_mm-1b_000020-000087	1_f7bbf99e060ae7f14ffac468b84be823
1_mm-1ooa_000019-000066	1_f825303d8a6da6654df026b7f6d6c1fb
1_mm-1za_000018-000066	1_6f4cdfc0614b83ba9fd1363faddb3a7f
1_mm-2111685a_000081-000136	1_f985ec7c59b8f7c8fb45235324a371f7
1_mm-2111685a_000135-000208	1_6f592f94574be27b627da61550042fb9
1_mm-2111685a_000223-000267	1_6f6cde7743b526106fa6dba2f7f9beff
1_mm-21z2326a_000109-000162	1_6f9bcda487542fb2c4e63a97be964df1
1_mm-2o18793a_000145-000225	1_fa27c8d038482e3cb8c30a0dbab788ec
1_mm-35451a_000273-000346	1_fa776e4c0739a2bb2c0a75de58e95e98
1_mm-381a_000149-000225	1_70649e50283fd30935dbd83374b721e3
1_mm-418a_000070-000118	1_fa8d07543ac29e4c20d3e20223ef1496
1_mm-4917a_000113-000153	1_7064e084dbff5485871243e41c03453c
1_mm-613z158a_000088-000132	1_70b21ab8c23f6ca29b88ce9fb7b7b646
1_mm-613z158a_000285-000332	1_fab06ed8a6f21c686ce60400f8324e9a
1_mm-6z1a_000170-000241	1_fb37935f2d2c8758422e34cbbf6e9521
1_mm-7251764a_000247-000290	1_70b4a8f7af76b62d3082e1d74fbcc5ef
1_mm-7731a_000231-000299	1_7107ef91a2dd6bc38f3b5a7d51969681
1_mm-7o91oooa_000218-000267	1_fbce68281f31e530a8f872955645bda7
1_mm-84o7619a_000308-000356	1_715872666824822b60d90194457e78d2
1_mm-941a_000125-000199	1_fc7bcddaf4c3223ed946d77437d2a0d8
1_mm-97136a_000110-000146	1_fddf0c0a19cb74d2ab7f09b6b14a138f
1_mm-o1244o7a_000063-000113	1_ff0d50d27c5405e54a0a540ca19850c3
1_mm-z471a_000182-000251	1_ffb4b914a6b8ba2e5beedfb6322e6e7f
1_mr-117oa_000020-000040	1_134cd549ca1d2f177c93f93c1a2abc47
1_mr-117oa_000039-000060	1_717fa2dc24ca4d3a2d3ed8eea852d557
1_mr-1497za_000019-000042	1_1358fba042dddd5d0d5742b9edcc1250
1_mr-15oa_000052-000081	1_7187754bece982394509b32242789a79
1_mr-16a_000034-000056	1_71a3f7e70b6abd15f3993e9fb1c99d14
1_mr-1893945a_000050-000071	1_71b0fe0b6634b670a9cdbb9e67967f6c
1_mr-1a_000046-000079	1_1390c42b3b1f49a7f5797a9802e9f375
1_mr-1b_000020-000059	1_25304c696149af4255fb7a98e514eedc
1_mr-31z6a_000065-000088	1_7216fe9d8f4280e8dc45d61c9054b9f3
1_mr-36512a_000153-000183	1_13be691a540b6183f7ec6eecfd527442
1_mr-3o484o1a_000184-000230	1_ffb9362dd3010378d8b24d754aa0b670
1_mr-44179a_000064-000091	1_fffd03d90cecd7f6a1283eaf23157c9e
1_mr-5981a_000117-000169	1_87d36be2ae96575bb6e87c4cbfa34afa
1_mr-61a_000067-000104	1_13ca05a35ee154f7a874466f237bdd3f
1_mr-72911a_000122-000153	1_8addc89feeaa9140c625cf07c3fcb9af
1_mr-72911a_000152-000198	1_13e6ae41ac7f3804dd60ae137115d7ac
1_mr-771z5a_000100-000132	1_13e8767b0e2b11252dcc68c03de75690
1_mr-81a_000050-000098	1_256b66db8240d078da94d469b6fae5a4
1_mr-o3o5351a_000234-000277	2_715299dd76a6fe50ba6a7d970f4bc9ba
1_mr-z13a_000065-000100	1_1407e2dfdfc0c15dbe2bc26c8c9c8c8d
1_mr-z42z1a_000145-000188	1_8b474547c0999541cc0342d049d4009d
1_mr-z635221a_000220-000263	1_140893df155ab45bffb17a0494193865
1_ms-13ooa_000019-000049	2_b38080f4faf50dc54b61e50b03d81713
1_ms-15739a_000020-000045	2_f0dc0e99e35dde87b7eef00ea927e0c8
1_ms-16793a_000020-000043	3_034eb8e33aa2d3f83e36e2243aa96db3
1_ms-1a_000019-000058	3_559e15537832dcdbd1e68e78f8c4d34e
1_ms-1b_000044-000082	3_57d182b722d96ef488109bf125725edf
1_ms-1o72a_000018-000054	1_721acf52e88b9d03b806ec85b8a8f262
1_ms-1z92a_000020-000050	1_72724ede0a6f8fb996373d3f19d0d393
1_ms-2996911a_000219-000251	1_72a1deb4d755c4caa93d336ec6ebebba
1_ms-2996911a_000250-000288	3_6c8049fddb588e3543c189bbaf3c039d
1_ms-2z86121a_000170-000196	3_b331d3d8663131842f859bc0e6be12cf
1_ms-2z86121a_000213-000249	3_ea5c5b33a0b8e8c036fa015b328df4c7
1_ms-311z977a_000070-000099	1_1417cdef8f9d7ec2137e41dda4abdcb9
1_ms-311z977a_000098-000136	4_029eee621eb8838c9958103c0f73359e
1_ms-418za_000054-000075	4_357b42bd6458b9e8421f1490d4da5ab0
1_ms-41a_000076-000113	4_36aeceb5b91580559c781c40265a75a2
1_ms-516a_000078-000102	1_141aaf7895c3cbd4e342a19c9ef6f8e2
1_ms-519a_000049-000073	4_4715622baf162d342fca75445ebfd27b
1_ms-59126o9a_000112-000147	4_4bedaf2416c1b0eed1bcf0a6a269b53d
1_ms-6273881a_000234-000270	4_55bd6d819ae003a1761e166a2d0853ae
1_ms-6314z19a_000105-000146	4_5b9a357f03de2c8a376898d2a9c670a4
1_ms-6314z19a_000217-000243	4_8629c92399a9a745929862a3faf8853a
1_ms-8715a_000115-000141	4_8da361ee84da3868f446cb98b654f319
1_ms-8o1a_000068-000110	4_9081f6cc037d7ceef4666e5a074c247f
1_ms-o1oo4a_000042-000074	4_a63cbc2b974533215972a632ab19fc4c
1_ms-o5214a_000161-000197	4_b08b6462ba197517220e45cdd589ad4c
1_ms-z4561a_000154-000193	4_c19cc4e0c62e3aa358d44b98d2d0aad0
1_mw-112z4a_000019-000055	1_72b464361436d5bbddbe675691b8389a
1_mw-112z4a_000054-000085	4_ca90baf7136a85550a27f5e68a93ed91
1_mw-14a_000020-000052	4_5736250f9517b396d6f361ac44bb2c66
1_mw-1a_000019-000069	4_e5200f48bf1611971100d91b80ba1f09
1_mw-1b_000019-000071	1_8b663a4e93c1598615da8873b862d3d7
1_mw-1o3oo65a_000020-000054	1_72bed595d3494e1901b3afdafdfd0cbf
1_mw-1o86445a_000019-000055	1_73c5cc1adc2d1f62ee94f182fa11c3dd
1_mw-1za_000020-000059	1_73ff4b1cc5250c6c76c8093489becd8f
1_mw-26912a_000124-000161	4_e9837682763b726af8e795d57adcc1ba
1_mw-2z2z319a_000236-000271	4_f678e17c05b4bb2021beddd0226e39ad
1_mw-3z1za_000103-000137	1_744dd16383169fcae8c1ea57c63fb553
1_mw-4282541a_000245-000289	4_fb082f4925526d3e16006b966baf8181
1_mw-51331a_000061-000085	4_fdf435a2e10e32c8075c509758c25a48
1_mw-51331a_000139-000185	1_8bbc6abcb68c2167b417ec0506efb275
1_mw-5178921a_000059-000086	4_ff8e451a603463b050f98b81b5629a30
1_mw-5178921a_000250-000298	5_74d108b16e5961e38b8dc6e1cba31c52
1_mw-6z371a_000196-000243	5_92fae843df0b5628345314f7388e6495
1_mw-7619a_000107-000141	1_7451ea78f76ec5e1f79be002c3b9a055
1_mw-81187z6a_000075-000113	6_092c281b4bea74f13330741af0196e1f
1_mw-81187z6a_000112-000160	6_1a3f8d0d86c0e7ead60e69d7d9a76d92
1_mw-849o16oa_000162-000202	6_27f4f4ca76a2f2947f6a1bee53b27311
1_mw-8616a_000091-000122	1_74fcdbc05a18c3680353410d65d96db4
1_mw-99136o4a_000124-000167	1_750a74c8ce70389de5a852318a301185
1_mw-o771a_000130-000178	1_8c61390225322dd6558c15136ffc1da0
1_mw-z1562a_000072-000103	1_753c5e95867b99329333d69d4b80868a
1_mw-z21a_000103-000157	6_38101be14caed44af62bbf653804062a
1_mw-z68z815a_000224-000257	6_65a537ec30e2d1fccbe78ed67cb8ddf7
1_nc-1195a_000019-000057	1_755d81a15d99a32e4b6c25f58c2a9150
1_nc-1195a_000056-000100	1_1437a4f1471334716f2b90094f1cca5b
1_nc-12597a_000019-000055	1_75da8739bcd07a5214360d2cfbb210df
1_nc-14oa_000018-000057	3_83b200adf02a95508f53a359044deb21
1_nc-17a_000019-000059	1_75dd022ebe44bdbeced30f0a380e972b
1_nc-1a_000018-000066	1_75e911ebc56a5b464b7c450d7a2f7afd
1_nc-1b_000046-000107	1_762dfb719d3d7f14a6ee6f5525cee11e
1_nc-1z14a_000019-000055	1_7652b504ae201b791043febba58fb51a
1_nc-1z14a_000102-000145	1_8cfb82b9cf3be0bdfdfd080ae88cd5c8
1_nc-2163a_000048-000085	1_143ec36f9e9b42b6b3e6993242d10706
1_nc-36134a_000091-000130	1_767aeb7552e55e279982c9fdb9af6265
1_nc-37o3152a_000189-000236	6_67612ece91a2ba1b72c310216ab07e19
1_nc-3912a_000105-000146	1_768dc72f4994376f72a40ce8ee129e17
1_nc-42oo271a_000266-000314	1_76c23e2196bfed78127f73e5363a04e6
1_nc-471o6a_000094-000142	1_76ef733efbfe9b555f9e19385fe944f2
1_nc-51oa_000078-000123	1_770345980a55f1522bd3afa4e017467c
1_nc-618a_000065-000102	1_7717da51daed431362481b595f91e656
1_nc-66o5o41a_000279-000336	1_77374e23606e89a2686cb124047d9efa
1_nc-7419za_000104-000158	1_7760906c46c1f57e01ba36a811ce7463
1_nc-9553851a_000314-000369	1_7774626a6bb6491861fa072d1566a5e1
1_nc-9923781a_000276-000329	1_77b1fdccae40703dfcfd3ac373593713
1_nc-o113a_000049-000080	1_14457dd0d24944aa4c821369aa2636cd
1_nc-o113a_000079-000122	1_77ba7fbc984a5bdf02da3035eea13334
1_nc-o1o9oa_000046-000090	6_6e07b492a05546e9fd75931f383b7762
1_ne-11o68a_000020-000057	1_7830557574d05680d576d0511fd25282
1_ne-11o68a_000059-000097	1_783d6cffbc56322d4ea293e4e88234b2
1_ne-15731a_000039-000062	1_784f86fe787ead373f127848ddb49008
1_ne-15731a_000153-000191	1_78cff6db642442b3f78b4c4b0cd106fd
1_ne-17192a_000020-000040	1_78e50d648646810fc174d094e767647b
1_ne-17192a_000071-000093	1_14622f3a459eae1be79c6dd80168c5f1
1_ne-18364a_000020-000042	1_790559d57aeceee833294de8a459627d
1_ne-1a_000041-000082	1_798d34f2c46b74a48705496d27dc34d2
1_ne-1b_000041-000081	1_799012f9c80d6b794bf17debada345ea
1_ne-1z34a_000020-000042	1_799bdbd440668994539ff0202283a2be
1_ne-2515a_000079-000105	1_1464076215cdfc6a777a6e18c5abcb87
1_ne-416a_000043-000065	1_79ac4ded3fd8c4a457b66cfcb32a19a8
1_ne-431za_000065-000091	1_79c56376cf82aabe1d8d76bfa35c087a
1_ne-4z125a_000074-000099	1_79d974256ba997dee6135aef18703037
1_ne-53z4713a_000199-000225	6_a3f0a4179574a6aa1e80decd494e77b4
1_ne-613a_000050-000071	1_79ed6c0f1e7fb6c5b8ac7686465a493a
1_ne-7z2183za_000149-000171	1_7a0197737af4ebaad36c55116feb878e
1_ne-821a_000072-000121	1_7a2143b07db4b290bbabe01874092ab6
1_ne-9142oo8a_000060-000082	1_146721591d1e5886bd389b7f6df46a8c
1_ne-914a_000052-000076	6_a86469bbde6c76e4f0b9935baa0261a3
1_ne-951oa_000075-000096	1_7a369d72fa195fa6f8e085c24ed6e93d
1_ne-o488o16a_000167-000192	1_7a95a56aa60714928956d3b200b76446
1_ne-o59o1a_000115-000158	1_146f3b15d4d993fcf7dbfb10fb76a836
1_ne-z812679a_000071-000121	1_7a9c1395fc9532aea57a8ef5f77f1994
1_ne-z8819a_000120-000146	1_14a11cd28f955823016bffb44cdd6836
1_nf-1132a_000037-000058	1_7aacc9d5bc4c2cd06c78ba002fa5d903
1_nf-1132a_000056-000082	1_7acd2ef3c88a189d545db31b18d66652
1_nf-116a_000028-000048	1_7af1e6f034da8d5396b3b1cd72302d01
1_nf-116a_000047-000070	1_14b9f6eba8fef9a8e2da2ab5bb3c2a12
1_nf-1221735a_000027-000060	1_14c5a0350bd8fbfd190af1bf76d3615d
1_nf-1221735a_000148-000179	1_7b08ab27293d33292bbd075ba52c7173
1_nf-1969a_000017-000042	1_7b0eb2ec18e40fd4fe807d52bbc80125
1_nf-1a_000045-000087	1_7b242cf8b9108e2820ccd9cae1011d55
1_nf-1b_000021-000056	1_14cc748c80de22a59183b2fdfd0a6204
1_nf-1z34164a_000035-000056	1_7b4f8d6b833e31810ae965f098f2f599
1_nf-1z34164a_000202-000228	6_aaeb37c8e543db985a3d77a003eccbe9
1_nf-221za_000065-000098	1_7b75fa9980b3e09a4148f17277d4cb62
1_nf-313a_000063-000089	1_7b7da36960356ba686a64d4d5e7712bf
1_nf-3141a_000059-000085	1_7bb99db9dc5d7fb21bebbce556e53a1c
1_nf-3141a_000112-000144	1_8d16abb4edf123296704cbd591423b2a
1_nf-56z71a_000173-000201	1_150c77a0c046da082233b361db48d0ea
1_nf-591a_000096-000126	6_ad56d8b6a8808878c09c790f4626168f
1_nf-6512a_000110-000133	1_7c1369dadf415cc2de76010ed479528d
1_nf-8o1a_000056-000093	1_150f27588705a324f51ffdc9e61cbf68
1_nf-9z14798a_000102-000139	1_1514ad6b68ae53525564e1b87d9f1ced
1_nf-o915445a_000083-000127	1_1514fc5552d001db048ef484dfbda02c
1_ng-1175a_000057-000078	1_7c2500c816cc10a58efd906e6e9e0f6d
1_ng-1175a_000077-000098	1_7cacbd3fc965d4ebf6af55750a75e6da
1_ng-14396a_000019-000050	1_7cb8efe5c43ecd234020612f2f023a58
1_ng-1474349a_000045-000068	1_7ced6434e07f2ef279805d5e3ac5beef
1_ng-152a_000020-000042	1_7d53095c82d244789b3d3af3e42301ee
1_ng-1a_000044-000075	6_caa82914a29f472b78e3b54f9dc993fa
1_ng-1b_000020-000050	1_7e3ae46438e9094cb9e74522a5891785
1_ng-1zza_000019-000042	1_7e6fe70f9a980fa9a337d1b2d28a5cd9
1_ng-3212o6oa_000064-000108	6_d4244749e4dd83a93b0b24edaca326f7
1_ng-331oa_000076-000103	1_7e75524d63bd442576cb976e29bbd689
1_ng-41a_000034-000062	6_e680ea7a451d7679ded6314fbf8f5e2b
1_ng-41b_000037-000066	6_eb0ae9991576626a26d54aa6a4a52aa6
1_ng-4z9178za_000111-000135	1_7e7c07f4427817184bde6f84f1152cea
1_ng-51a_000044-000071	6_ec6b1f7774bc65db97f389c8d9f5d8ef
1_ng-571a_000071-000097	1_026f90ff82692792c39039843d4eba9c
1_ng-5961368a_000144-000167	1_7ed6d44bb65316119650fee9d56cc15c
1_ng-61624a_000101-000127	1_7f19c932fa25136548dcd5a4df9ac197
1_ng-63zz651a_000202-000231	1_7f283625c0ed88975249732cc4593709
1_ng-77331a_000177-000205	6_f58bbcc7c04baeb5ae848a0fe6292037
1_ng-91a_000048-000078	8_1dc09fb330a6e4c28eac9589d7632c0d
1_ng-9718121a_000076-000113	1_7fde176f63a971b423f172b33ae7358b
1_ng-9718121a_000139-000164	1_8032745b1205abdf6fdf35a432f1f19c
1_ng-9718121a_000178-000205	8_35a9364d1245f6752f66cef8160a0b61
1_ng-o192484a_000034-000057	1_155e66bd23da89a54f84e433491319cd
1_ng-o1o5o76a_000080-000113	1_8063c559d0ac09619d63241f29c5e547
1_ng-z18a_000055-000076	8_412d941a18671bb93381f07aa089ef96
1_nh-131a_000019-000047	1_806f5f3cc99f12cbb76c9fbd2503ef7f
1_nh-131a_000071-000114	8_620ff78850e7a064c2e6b733cb3423d3
1_nh-1393254a_000020-000048	1_80c7ce8157665df36bb9c6363e5b8189
1_nh-143z923a_000032-000055	1_80eefb82d081b063407044e567b58d80
1_nh-1788a_000028-000050	1_81488020ad991ef641c1ec6cdd519f2f
1_nh-17oa_000019-000042	1_818341380d84c685e88aa5c78c6d2ff0
1_nh-1a_000020-000062	1_81a8553b98021c4217a35b3531c74217
1_nh-1b_000020-000066	1_81ded2f49839b828685bee05008c2bf4
1_nh-2168a_000077-000103	8_632fa8a734365442182e352498a114dd
1_nh-2o6612oa_000159-000180	8_64af975113fc80151af6e75540b366bf
1_nh-3oo1537a_000134-000165	1_8298213472de5f73b7bb40a30bd1b9c7
1_nh-41621a_000041-000070	1_15982a771dcf27964b36f0aa8b5a256c
1_nh-41621a_000124-000169	1_829ace3641ca3f3a73542afd02497216
1_nh-4182875a_000096-000127	8_65283c54c482a9fb1f0b1a9ad61899af
1_nh-51a_000050-000091	8_8f1fcbbf2f0c4850937a8986b37ce181
1_nh-61a_000056-000097	1_159ce4e03d67dab3800bdfd358ee04b0
1_nh-7z1z36za_000095-000145	8_c8bb0499fb069489e638bc88cfa90f63
1_nh-81a_000045-000091	8_eb3a2dea601c19e39ada2ea4788a59f0
1_nh-8311a_000069-000098	1_15a7e875be5588593d2b94c0a8dd9138
1_nh-8311a_000097-000137	8_f29f2d0f459fbcc43817f2da02f48a7c
1_nh-8771a_000112-000153	8_f3c23bd2561785288cf511b9d04d4a65
1_nh-91556a_000064-000097	1_82deabd358e5d782d234389670e1b88e
1_nh-919o6a_000051-000071	1_15f331b2ce40ccf7fd85009bbfab5483
1_nr-122o3a_000019-000049	1_82ee1a2a8b174d5eb879d3f92ff671ed
1_nr-13a_000019-000048	1_15fd04a418f26559659f8e3c18d7ac6f
1_nr-15626a_000021-000045	1_8319120626ca62bcc458fee994731c4b
1_nr-173za_000020-000040	1_8336d7fbe149273103942657804b811d
1_nr-187a_000020-000043	1_835e9672c17f55a29696ce733bc704d4
1_nr-1a_000020-000051	1_267264a454b4a114dbd7469314ea328a
1_nr-1b_000039-000071	1_15feb1d172f0a51a54ee92c640371f4c
1_nr-211a_000044-000074	1_8402f11bbaabee2db950a60909e88381
1_nr-211a_000073-000111	1_16080fe69141edc22e800f5a0ac74c29
1_nr-31z5a_000050-000081	1_8d2786ff202e2a12415772819536ac4b
1_nr-5186a_000056-000086	1_1677f094003abb8a3f665efa5daac11f
1_nr-751a_000086-000127	1_8e8550fed090a7c0e4e028df264a4dae
1_nr-7889491a_000231-000272	1_16863a64d64ba766798ab01299aa97a6
1_nr-8714a_000077-000103	9_2df055e034f0158b8baf1aa32b6add4e
1_nr-o1a_000036-000076	1_92f9ba50e706028ac7605fdf6dcf90a0
1_nr-o1o29a_000033-000071	9_4d4cd3daceb0657e3602d91566f87d83
